date, pm25, pm10, no2
2014/6/8, 42, 16, 10
2014/6/9, 46, 17, 16
2014/6/10, 26, 21, 13
2014/6/11, 22, 13, 11
2014/6/12, 22, 12, 10
2014/6/13, 21, 6, 10
2014/6/14, 17, 6, 6
2014/6/15, 19, 10, 7
2014/6/16, 16, 6, 13
2014/6/17, 13, 11, 10
2014/6/18, 22, 8, 9
2014/6/19, 20, 11, 7
2014/6/20, 22, 7, 4
2014/6/21, 20, 11, 3
2014/6/22, 23, 14, 5
2014/6/23, 24, 17, 6
2014/6/24, 19, 15, 5
2014/6/25, 20, 18, 7
2014/6/26, 18, 12, 5
2014/6/27, 18, 9, 7
2014/6/28, 20, 11, 6
2014/6/29, 24, 31, 11
2014/6/30, 32, 17, 10
2014/1/2, 41, 7, 19
2014/1/3, 46, 12, 34
2014/1/4, 34, 8, 22
2014/1/5, 38, 8, 20
2014/1/6, 43, 11, 31
2014/1/7, 25, 7, 19
2014/1/8, 18, 5, 13
2014/1/9, 30, 49, 14
2014/1/10, 55, 32, 33
2014/1/11, 55, 19, 32
2014/1/12, 44, 12, 24
2014/1/13, 29, 9, 20
2014/1/14, 54, 17, 34
2014/1/15, 45, 15, 37
2014/1/16, 33, 10, 29
2014/1/17, 23, 10, 13
2014/1/18, 55, 20, 28
2014/1/19, 51, 18, 31
2014/1/20, 42, 15, 33
2014/1/21, 68, 20, 42
2014/1/24, 68, 21, 37
2014/1/25, 31, 10, 26
2014/1/26, 33, 11, 17
2014/1/27, 34, 16, 24
2014/1/28, 29, 16, 25
2014/1/29, 28, 12, 13
2014/1/30, 28, 9, 17
2014/1/31, 47, 27, 39
2014/2/1, 42, 14, 23
2014/2/2, 33, 9, 16
2014/2/3, 30, 10, 17
2014/2/4, 27, 10, 18
2014/2/5, 32, 12, 28
2014/2/6, 38, 12, 30
2014/2/7, 34, 9, 23
2014/2/8, 47, 13, 23
2014/2/9, 37, 10, 16
2014/2/10, 22, 7, 10
2014/2/11, 36, 13, 25
2014/2/12, 50, 18, 39
2014/2/13, 35, 13, 
2014/2/14, 29, 26, 28
2014/2/15, 41, 16, 23
2014/2/16, 24, 16, 13
2014/2/17, 47, 15, 26
2014/2/18, 37, 12, 21
2014/2/19, 35, 12, 23
2014/2/20, 25, 11, 18
2014/2/21, 26, 22, 17
2014/2/22, 24, 22, 8
2014/2/23, 18, 6, 8
2014/2/24, 31, 11, 21
2014/2/25, 30, 11, 13
2014/2/26, 34, 16, 25
2014/2/27, 39, 27, 25
2014/2/28, 33, 10, 15
2014/3/1, 30, 10, 17
2014/3/2, 39, 28, 24
2014/3/3, 48, 62, 16
2014/3/4, 56, 38, 26
2014/3/5, 34, 37, 24
2014/3/6, 27, 30, 11
2014/3/7, 14, 6, 16
2014/3/8, 25, 8, 5
2014/3/9, 14, 4, 11
2014/3/10, 29, 8, 15
2014/3/11, 19, 7, 16
2014/3/12, 33, 15, 13
2014/3/13, 20, 13, 24
2014/3/14, 21, 5, 15
2014/3/15, 22, 6, 7
2014/3/16, 51, 8, 16
2014/3/17, 30, 11, 22
2014/3/18, 43, 11, 17
2014/3/19, 64, 22, 33
2014/3/20, 24, 14, 23
2014/3/21, 30, 14, 17
2014/3/22, 29, 9, 10
2014/3/23, 35, 10, 17
2014/3/24, 30, 13, 14
2014/3/25, 37, 17, 25
2014/3/26, 24, 15, 10
2014/3/27, 41, 23, 17
2014/3/28, 29, 12, 15
2014/3/29, 21, 10, 9
2014/3/30, 17, 6, 11
2014/3/31, 24, 7, 14
2024/6/30, , 4, 3
2024/7/9, , 11, 4
2024/7/10, , 14, 11
2024/7/11, , 13, 8
2024/7/12, , 8, 2
2024/7/13, , 12, 4
2024/7/14, , 16, 5
2024/7/15, , 19, 9
2024/7/16, , 19, 8
2024/7/17, , 18, 7
2024/7/18, , 16, 7
2024/7/19, , 5, 2
2024/7/20, , 7, 4
2024/7/21, , 11, 8
2024/7/22, , 9, 11
2024/8/8, , 17, 7
2024/8/20, , 27, 10
2024/9/26, , 27, 15
2024/4/1, , 32, 6
2024/4/28, , 70, 7
2024/5/21, , 35, 10
2024/3/7, , 11, 19
2022/10/13, , 48, 
2022/5/7, , 8, 8
2022/1/14, , 7, 
2022/1/15, , 4, 
2022/1/16, , 9, 
2022/1/17, , 4, 
2022/1/18, , 7, 
2022/1/19, , 11, 
2021/10/1, , 19, 14
2021/10/2, , 15, 12
2021/10/3, , 10, 5
2021/10/4, , 12, 11
2021/10/5, , 11, 10
2021/10/6, , 9, 9
2021/10/7, , 10, 8
2021/10/8, , 20, 15
2021/10/9, , 8, 7
2021/10/10, , 5, 9
2021/10/11, , 8, 14
2021/7/2, , 23, 3
2021/7/3, , 18, 4
2021/7/4, , 18, 4
2021/9/9, , 8, 9
2021/9/10, , 9, 9
2021/9/11, , 9, 9
2021/9/12, , 9, 9
2021/9/13, , 10, 12
2021/9/14, , 11, 12
2021/9/15, , 21, 12
2021/9/16, , 26, 17
2021/9/17, , 26, 15
2021/9/18, , 13, 9
2021/9/19, , 12, 7
2021/9/20, , 15, 7
2021/9/21, , 17, 8
2021/9/22, , 13, 5
2021/9/23, , 13, 10
2021/9/24, , 5, 11
2021/9/25, , 7, 10
2021/9/26, , 5, 4
2021/9/27, , 20, 12
2021/9/28, , 20, 15
2021/9/29, , 23, 15
2021/9/30, , 26, 19
2021/7/1, , 23, 5
2021/2/15, , 13, 
2020/3/31, , 9, 14
2019/12/31, , 13, 15
2019/11/30, , 11, 5
2019/12/1, , 10, 9
2019/12/2, , 6, 10
2019/7/1, , 12, 9
2019/7/2, , 18, 8
2019/7/3, , 9, 12
2019/7/4, , 16, 9
2019/7/5, , 8, 7
2019/7/6, , 13, 7
2019/7/7, , 13, 7
2019/7/8, , 22, 13
2019/7/9, , 29, 10
2019/7/10, , 24, 9
2019/7/11, , 25, 7
2019/7/12, , 17, 7
2019/7/13, , 14, 6
2019/7/14, , 7, 2
2019/7/15, , 14, 8
2019/7/16, , 14, 7
2019/7/17, , 11, 7
2019/7/18, , 18, 11
2019/7/19, , 20, 12
2019/7/20, , 14, 7
2019/7/21, , 15, 12
2019/6/26, , 15, 8
2019/6/27, , 13, 6
2019/6/28, , 7, 5
2019/6/29, , 8, 4
2019/6/30, , 13, 14
2018/12/31, , 18, 6
2017/12/31, , 14, 15
2018/1/14, , 54, 12
2017/11/22, , 27, 9
2017/9/10, , 23, 16
2017/3/31, , 9, 12
2017/5/19, , 15, 6
2017/5/20, , 10, 6
2017/5/21, , 8, 11
2017/5/22, , 29, 9
2017/5/23, , 29, 13
2016/1/3, , 70, 14
2015/6/1, , 14, 15
2014/12/31, , 11, 7
2014/12/1, , 5, 5
2014/9/15, , 18, 13
2014/9/21, , 12, 16
2014/1/1, , 12, 11
2014/1/22, , 12, 24
2014/1/23, , 18, 40
2024/7/23, , , 6
2024/7/24, , , 8
2024/7/25, , , 9
2024/8/7, , , 8
2022/10/1, , , 14
2022/10/2, , , 14
2022/10/3, , , 19
2022/10/4, , , 17
2022/10/5, , , 11
2022/10/6, , , 7
2022/10/7, , , 5
2022/10/8, , , 6
2022/10/9, , , 2
2022/10/10, , , 13
2022/10/11, , , 12
2018/1/12, , , 6
2018/1/13, , , 5
2015/10/22, , , 27
2015/10/23, , , 8
2015/10/24, , , 10
2015/10/25, , , 22
2015/10/26, , , 19
2015/10/27, , , 29
2015/10/28, , , 31
2015/10/29, , , 31
